"id","Algorand"
1,"0.40457168973267266"
2,"0.40458706823921836"
3,"0.404453993950126"
4,"0.4065403723652074"
5,"0.4074685664427666"
6,"0.4075576114064881"
7,"0.4077792169354601"
8,"0.4083000449658838"
9,"0.4088117577939688"
10,"0.4094891505345173"
11,"0.40962215542051356"
12,"0.4097015734930714"
13,"0.40967701995406036"
14,"0.4096496496265422"
15,"0.40823899403455666"
16,"0.4077774630580199"
17,"0.4068418081777813"
18,"0.40719698187722864"
19,"0.40784165942179207"
20,"0.3852381185505216"
21,"0.3848795838110465"
22,"0.38469984671768254"
23,"0.3848714819964417"
24,"0.38515489471455144"
25,"0.3852460059497689"
26,"0.3856682371975667"
27,"0.3854983413778945"
28,"0.3854296345244312"
29,"0.3853423878205248"
30,"0.38539468457913334"
31,"0.38543801172595094"
32,"0.38569206605663436"
33,"0.38588162754689764"
34,"0.38544867525453996"
35,"0.38511818012492527"
36,"0.38517746140490605"
37,"0.3852277959521106"
38,"0.3855578953003275"
39,"0.3854462992072743"
40,"0.385731678329282"
41,"0.3857903138290366"
42,"0.38569547774884694"
43,"0.3855386071412455"
44,"0.385981231166958"
45,"0.38732246625925265"
46,"0.3879736505461113"
47,"0.38812183964041275"
48,"0.3886253145765985"
49,"0.40861783356803366"
50,"0.40818033337908394"
51,"0.4081152593157124"
52,"0.40798188703800375"
53,"0.40839228223890045"
54,"0.4081914636645963"
55,"0.4078006068435734"
56,"0.40687255484270374"
57,"0.4073602784015833"
58,"0.4079708072472577"
59,"0.40895720952450887"
60,"0.40895987667389894"
61,"0.40896503267067263"
62,"0.40864005712025986"
63,"0.40911483971384915"
64,"0.40896776884380875"
65,"0.40900998708390396"
66,"0.40900780380478136"
67,"0.4094100568113474"
68,"0.409493364443107"
69,"0.4093912160460894"
70,"0.40872558186027297"
71,"0.40865873053325913"
72,"0.40901408841147613"
73,"0.4089509548331057"
74,"0.4088193401091522"
75,"0.4084661915989458"
76,"0.4078604534755558"
77,"0.40800927483134053"
78,"0.40799629678314214"
79,"0.4080812609096774"
80,"0.40835364698109455"
81,"0.4081628555081683"
82,"0.40817060534348215"
83,"0.40945614795161034"
84,"0.4096792864932597"
85,"0.41000855181157914"
86,"0.41001851319466187"
87,"0.410016527402184"
88,"0.4100784153041644"
89,"0.40976093492746823"
90,"0.4098094115505826"
91,"0.4099461918935374"
92,"0.41030808462927365"
93,"0.408932168336594"
94,"0.40901106360647826"
95,"0.40993466642753157"
96,"0.409872344934927"
97,"0.4098060989141819"
98,"0.409505638165875"
99,"0.4093149275507756"
100,"0.4092608087977286"
101,"0.40889647192259"
102,"0.4086528498469808"
103,"0.4093377432576881"
104,"0.4089817355481008"
105,"0.4082483344644807"
106,"0.40883598163209867"
107,"0.40895445887450205"
108,"0.408921121922387"
109,"0.4088797453833728"
110,"0.4088280259858085"
111,"0.4087268794616957"
112,"0.40896487365002204"
113,"0.4090168680277041"
114,"0.40912442517327524"
115,"0.4093480942273741"
116,"0.40934544155837066"
117,"0.40953786421834476"
118,"0.40987794578738546"
119,"0.41588830430890167"
120,"0.4141889697046804"
121,"0.4141889697046804"
122,"0.41422474056960984"
123,"0.41422474056960984"
124,"0.4143643117385351"
125,"0.4143067162630332"
126,"0.4137383099634466"
127,"0.41351400899059415"
128,"0.41356572563362026"
129,"0.4135783991347973"
130,"0.4135017786942665"
131,"0.4131982429801602"
132,"0.4131682382911069"
133,"0.41292422663602973"
134,"0.4126743940357283"
135,"0.4120886944772076"
136,"0.41229498952908883"
137,"0.41261943088204556"
138,"0.41295486653082775"
139,"0.41283462153108075"
140,"0.4127655884103158"
141,"0.4125330635784963"
142,"0.4124818068498696"
143,"0.4125882142627203"
144,"0.4125293727202377"
145,"0.4126303247076108"
146,"0.41265281484144734"
147,"0.4127955988878766"
148,"0.4130120189156469"
149,"0.41267128651177915"
150,"0.41268515914342985"
151,"0.41226029325971886"
152,"0.41168722524595763"
153,"0.4111579732399294"
154,"0.409921897221646"
155,"0.4096325092025344"
156,"0.41000061933451676"
157,"0.41052384508255274"
158,"0.41008917564803443"
159,"0.40971785655059834"
160,"0.4088987539161341"
161,"0.4078291931134696"
162,"0.40696019737470795"
163,"0.40657890277614095"
164,"0.40713159230181123"
165,"0.40775954323362124"
166,"0.4073233428328682"
167,"0.40694669725087285"
168,"0.4068964414979908"
169,"0.4067930040268426"
170,"0.40671552418493334"
171,"0.40708712571272104"
172,"0.4070467650036392"
173,"0.4068171335192287"
174,"0.40684991166102014"
175,"0.40655938596211044"
176,"0.4067923867959647"
177,"0.4070818681803318"
178,"0.4079294907546312"
179,"0.4085734495269847"
180,"0.40910017225892975"
181,"0.4091470572217924"
182,"0.40905721830634667"
183,"0.40897821781268195"
184,"0.40914660325533153"
185,"0.409149432691327"
186,"0.40954424746729295"
187,"0.40990671537038936"
188,"0.4089990096862559"
189,"0.4083120185708481"
190,"0.4077783983319251"
191,"0.4090615939983354"
192,"0.4098897411625687"
193,"0.4104831287589046"
194,"0.4099080876251943"
195,"0.4100192843229712"
196,"0.41035168433531777"
